product_id,product_name,supplier_name,supplier_location,price,rating,description,features,type,prefixed_text,service_id,service_name,price_range
P079,HVAC Systems Model 806,Supplier 26,"New York, USA",14493.0,3.6,"HVAC Systems designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 30 kg, Power: 296 kW",product,"HVAC Systems Model 806 HVAC Systems designed for residential applications, with advanced features for durability and efficiency. Price:14493 Rating:3.6 Location:New York, USA",,,
P080,Welding Machines Model 414,Supplier 16,"Paris, France",9168.0,4.8,"Welding Machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 65 kg, Power: 472 kW",product,"Welding Machines Model 414 Welding Machines designed for industrial applications, with advanced features for durability and efficiency. Price:9168 Rating:4.8 Location:Paris, France",,,
P081,Bolts and Fasteners Model 533,Supplier 22,"Sydney, Australia",5925.0,4.5,"Bolts and Fasteners designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 67 kg, Power: 64 kW",product,"Bolts and Fasteners Model 533 Bolts and Fasteners designed for residential applications, with advanced features for durability and efficiency. Price:5925 Rating:4.5 Location:Sydney, Australia",,,
P082,Air Compressors Model 590,Supplier 20,"New York, USA",13612.0,4.4,"Air Compressors designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 56 kg, Power: 165 kW",product,"Air Compressors Model 590 Air Compressors designed for industrial applications, with advanced features for durability and efficiency. Price:13612 Rating:4.4 Location:New York, USA",,,
P083,Bolts and Fasteners Model 980,Supplier 30,"Paris, France",17245.0,4.1,"Bolts and Fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 10 kg, Power: 481 kW",product,"Bolts and Fasteners Model 980 Bolts and Fasteners designed for commercial applications, with advanced features for durability and efficiency. Price:17245 Rating:4.1 Location:Paris, France",,,
P084,Drilling Equipment Model 685,Supplier 1,"Mumbai, India",8719.0,4.8,"Drilling Equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 78 kg, Power: 378 kW",product,"Drilling Equipment Model 685 Drilling Equipment designed for industrial applications, with advanced features for durability and efficiency. Price:8719 Rating:4.8 Location:Mumbai, India",,,
P085,Generators Model 964,Supplier 19,"Tokyo, Japan",7432.0,3.6,"Generators designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 57 kg, Power: 89 kW",product,"Generators Model 964 Generators designed for residential applications, with advanced features for durability and efficiency. Price:7432 Rating:3.6 Location:Tokyo, Japan",,,
P086,Welding Machines Model 654,Supplier 7,"Toronto, Canada",799.0,4.9,"Welding Machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 25 kg, Power: 96 kW",product,"Welding Machines Model 654 Welding Machines designed for industrial applications, with advanced features for durability and efficiency. Price:799 Rating:4.9 Location:Toronto, Canada",,,
P087,Welding Machines Model 895,Supplier 19,"Sydney, Australia",17407.0,4.6,"Welding Machines designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 3 years, Weight: 65 kg, Power: 324 kW",product,"Welding Machines Model 895 Welding Machines designed for commercial applications, with advanced features for durability and efficiency. Price:17407 Rating:4.6 Location:Sydney, Australia",,,
P088,Filters Model 711,Supplier 28,"Tokyo, Japan",10642.0,5.0,"Filters designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 3 years, Weight: 62 kg, Power: 111 kW",product,"Filters Model 711 Filters designed for residential applications, with advanced features for durability and efficiency. Price:10642 Rating:5.0 Location:Tokyo, Japan",,,
P089,Filters Model 209,Supplier 16,"Sydney, Australia",14908.0,3.7,"Filters designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 2 years, Weight: 14 kg, Power: 189 kW",product,"Filters Model 209 Filters designed for residential applications, with advanced features for durability and efficiency. Price:14908 Rating:3.7 Location:Sydney, Australia",,,
P090,Generators Model 239,Supplier 7,"New York, USA",6233.0,4.7,"Generators designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 66 kg, Power: 356 kW",product,"Generators Model 239 Generators designed for residential applications, with advanced features for durability and efficiency. Price:6233 Rating:4.7 Location:New York, USA",,,
P091,HVAC Systems Model 374,Supplier 30,"Mumbai, India",14234.0,4.8,"HVAC Systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 80 kg, Power: 272 kW",product,"HVAC Systems Model 374 HVAC Systems designed for industrial applications, with advanced features for durability and efficiency. Price:14234 Rating:4.8 Location:Mumbai, India",,,
P092,Filters Model 460,Supplier 30,"London, UK",16622.0,4.5,"Filters designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 25 kg, Power: 273 kW",product,"Filters Model 460 Filters designed for residential applications, with advanced features for durability and efficiency. Price:16622 Rating:4.5 Location:London, UK",,,
P093,Filters Model 491,Supplier 5,"Sydney, Australia",7039.0,4.2,"Filters designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 67 kg, Power: 435 kW",product,"Filters Model 491 Filters designed for residential applications, with advanced features for durability and efficiency. Price:7039 Rating:4.2 Location:Sydney, Australia",,,
P094,Generators Model 107,Supplier 29,"Toronto, Canada",3740.0,3.9,"Generators designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 60 kg, Power: 361 kW",product,"Generators Model 107 Generators designed for residential applications, with advanced features for durability and efficiency. Price:3740 Rating:3.9 Location:Toronto, Canada",,,
P095,Generators Model 884,Supplier 9,"Beijing, China",5040.0,4.9,"Generators designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 65 kg, Power: 214 kW",product,"Generators Model 884 Generators designed for commercial applications, with advanced features for durability and efficiency. Price:5040 Rating:4.9 Location:Beijing, China",,,
P096,Welding Machines Model 796,Supplier 12,"Dubai, UAE",17721.0,3.6,"Welding Machines designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 95 kg, Power: 348 kW",product,"Welding Machines Model 796 Welding Machines designed for commercial applications, with advanced features for durability and efficiency. Price:17721 Rating:3.6 Location:Dubai, UAE",,,
P097,HVAC Systems Model 929,Supplier 1,"Beijing, China",1671.0,3.5,"HVAC Systems designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 88 kg, Power: 283 kW",product,"HVAC Systems Model 929 HVAC Systems designed for commercial applications, with advanced features for durability and efficiency. Price:1671 Rating:3.5 Location:Beijing, China",,,
P098,Bolts and Fasteners Model 308,Supplier 12,"New York, USA",12681.0,3.5,"Bolts and Fasteners designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 5 years, Weight: 97 kg, Power: 136 kW",product,"Bolts and Fasteners Model 308 Bolts and Fasteners designed for industrial applications, with advanced features for durability and efficiency. Price:12681 Rating:3.5 Location:New York, USA",,,
P099,HVAC Systems Model 653,Supplier 15,"Paris, France",4078.0,4.4,"HVAC Systems designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 3 years, Weight: 24 kg, Power: 323 kW",product,"HVAC Systems Model 653 HVAC Systems designed for residential applications, with advanced features for durability and efficiency. Price:4078 Rating:4.4 Location:Paris, France",,,
P100,Pumps Model 612,Supplier 5,"Tokyo, Japan",4840.0,4.7,"Pumps designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 84 kg, Power: 55 kW",product,"Pumps Model 612 Pumps designed for commercial applications, with advanced features for durability and efficiency. Price:4840 Rating:4.7 Location:Tokyo, Japan",,,
